Batch,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Collected on,2021/05/17 14:10:44,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2021/05/17 15:09:51,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5


Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Num,CO,Cycle,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Water,Water,Ave, StdDev, Min, Max, Started, Stopped, Num,Ref Major,Std,Rejected,Num,Sam Major,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13656 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 01:08:57,470,9,1.9898e-08,4.233687E-11,CF,0.549,3.177e-02,0,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.4670e-08,1.0562e-07,1.9100e-08,7.8507e-08,7.8425e-08,7.8233e-08,0.96,2021/05/18 01:08:00,-45.05,8396,8449,3.1766e-02,46.009,20,8,20,20,0.000,-3.0940e-13,-1.4237e-13,-1.5719e-13,-8.1852e-14,4.1109e-14,6.8718e-12,26.00,28.00,72.39,-1.95e02,-1.59e02,72.39,0.00,72.39,72.39,2021/05/18 00:10:17,2021/05/18 00:49:48,78,1.96700e-08,0.000,0,63,1.09640e-08,4.29385e-10,0,60,1.20211e-02,2.26461e-07,0,60,4.2542e-03,1.6376e-07,0,60,4.9714e-05,1.0664e-08,0,60,4.7384e-06,9.2278e-09,0,60,-3.8673e-08,2.1254e-08,0,60,1.1967e-02,1.8913e-07,0,63,4.2031e-03,1.1351e-07,0,63,4.8908e-05,5.6718e-09,0,63,4.6311e-06,4.7177e-09,0,63,5.0234e-09,1.1599e-08,0,63,4.5487,0.0033,0,60,12.1563,0.0114,0,60,16.4772,0.1049,0,60,23.0549,0.9644,0,60,-2734.2481,3168.1867,0,60,1.5310,0.0031,0,60,6.1876,0.0114,0,60,-0.2258,0.0914,0,60,-1.3729,0.9243,0,60,-2685.7965,3079.3792,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13657 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 02:31:11,413,10,1.4063e-07,3.405178E-10,CF,21.057,3.249e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.4324e-08,1.0533e-07,5.9038e-08,5.9288e-08,5.9246e-08,5.9104e-08,0.96,2021/05/18 02:30:26,0.24,5698,8450,3.2488e-02,46.009,20,8,20,20,0.000,-3.1611e-13,-1.4521e-13,-1.6018e-13,-8.1847e-14,4.6009e-14,7.3788e-12,20.00,21.00,72.39,-1.95e02,-1.69e02,72.39,0.00,72.39,72.39,2021/05/18 01:32:35,2021/05/18 02:12:07,79,3.89989e-08,0.000,0,63,3.87037e-08,1.15350e-09,0,60,1.18866e-02,8.05201e-08,0,60,4.1837e-03,2.4653e-08,0,60,4.8234e-05,2.4590e-09,0,60,4.5538e-06,3.2947e-09,0,60,-3.3887e-08,8.5093e-09,0,60,1.1971e-02,7.8128e-08,0,63,4.2050e-03,2.6268e-08,0,63,4.8865e-05,2.3148e-09,0,63,4.6018e-06,3.1887e-09,0,63,-2.9177e-08,8.1181e-09,0,63,-7.0170,0.0007,0,60,-5.0619,0.0012,0,60,-12.9117,0.0125,0,60,-10.4499,0.0556,0,60,-10.3170,59.3834,0,60,-10.1820,0.0007,0,60,-10.9220,0.0012,0,60,-0.7441,0.0124,0,60,-0.3554,0.0560,0,60,7.1225,60.4305,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13658 30-RJS-5159.1D.txt,30-RJS-5159.1D,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 04:00:29,635,11,4.1431e-08,6.524625E-11,CF,5.249,3.476e-02,0,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.2441e-08,1.0579e-07,3.9787e-08,7.8507e-08,7.8425e-08,7.8233e-08,0.96,2021/05/18 03:59:31,-7.80,8397,8448,3.4756e-02,46.009,20,8,20,20,0.000,-3.2378e-13,-1.4871e-13,-1.6448e-13,-8.5890e-14,4.0680e-14,7.3761e-12,29.00,28.00,72.39,-1.95e02,-1.58e02,72.39,0.00,72.39,72.39,2021/05/18 02:54:47,2021/05/18 03:34:21,79,2.33752e-08,0.000,0,63,2.06548e-08,9.32871e-10,0,60,1.20492e-02,2.31714e-07,0,60,4.2708e-03,1.4665e-07,0,60,4.9988e-05,5.8958e-09,0,60,4.7497e-06,5.2331e-09,0,60,-2.6032e-08,9.6264e-09,0,60,1.1969e-02,1.9438e-07,0,63,4.2044e-03,1.0755e-07,0,63,4.8907e-05,3.9880e-09,0,63,4.6081e-06,4.0708e-09,0,63,-1.3223e-08,7.8652e-09,0,63,6.6991,0.0028,0,60,15.7972,0.0084,0,60,22.1062,0.0405,0,60,30.6919,0.2452,0,60,176.1695,216.1660,0,60,3.6941,0.0027,0,60,9.8062,0.0084,0,60,-0.4405,0.0307,0,60,-1.1167,0.2246,0,60,132.4191,208.1289,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13659 30-RJS-5159.1E.txt,30-RJS-5159.1E,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 05:22:45,450,12,1.4861e-07,3.302458E-10,CF,22.400,3.249e-02,1,3.2488e-02,14816, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2005e-08,1.0554e-07,6.2214e-08,6.2493e-08,6.2446e-08,6.2287e-08,0.96,2021/05/18 05:22:00,0.25,6347,8448,3.2488e-02,46.013,20,8,20,20,0.000,-3.2794e-13,-1.5090e-13,-1.6644e-13,-8.6031e-14,4.3505e-14,7.6863e-12,21.00,21.00,72.39,-1.95e02,-1.64e02,72.39,0.00,72.39,72.39,2021/05/18 04:23:54,2021/05/18 05:03:39,80,4.08234e-08,0.000,0,63,4.05417e-08,1.22541e-09,0,60,1.20514e-02,8.43504e-08,0,60,4.2735e-03,2.7944e-08,0,60,5.0005e-05,1.8222e-09,0,60,4.7866e-06,2.9365e-10,0,60,4.0669e-08,1.6177e-09,0,60,1.1972e-02,7.9668e-08,0,63,4.2058e-03,2.3224e-08,0,63,4.8915e-05,1.9046e-09,0,63,4.6381e-06,2.8764e-10,0,63,4.1945e-08,1.5103e-09,0,63,6.6432,0.0008,0,60,16.0845,0.0022,0,60,22.2787,0.0112,0,60,32.0176,0.0645,0,60,-37.9834,8.7347,0,60,3.6247,0.0009,0,60,10.0922,0.0021,0,60,-0.4928,0.0105,0,60,-0.3972,0.0628,0,60,-74.2520,8.4047,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13660 30-RJS-5159.1F.txt,30-RJS-5159.1F,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 06:44:59,454,13,1.5226e-07,3.35374E-10,CF,22.522,3.249e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1362e-08,1.0605e-07,6.3633e-08,6.3875e-08,6.3823e-08,6.3694e-08,0.96,2021/05/18 06:44:13,0.20,6189,8448,3.2488e-02,46.013,20,8,20,20,0.000,-3.2807e-13,-1.5080e-13,-1.6663e-13,-8.4486e-14,4.6635e-14,7.9277e-12,21.00,21.00,72.39,-1.95e02,-1.61e02,72.39,0.00,72.39,72.39,2021/05/18 05:46:23,2021/05/18 06:25:54,79,4.16378e-08,0.000,0,63,4.13260e-08,1.25519e-09,0,60,1.20507e-02,8.74948e-08,0,60,4.2733e-03,3.0137e-08,0,60,5.0026e-05,3.5008e-09,0,60,4.7983e-06,1.5021e-09,0,60,8.7625e-08,2.3818e-09,0,60,1.1972e-02,8.2961e-08,0,63,4.2058e-03,2.3740e-08,0,63,4.8941e-05,3.6066e-09,0,63,4.6505e-06,1.4736e-09,0,63,8.8138e-08,2.2805e-09,0,63,6.5902,0.0009,0,60,16.0345,0.0022,0,60,22.1751,0.0128,0,60,31.7807,0.0580,0,60,-6.1920,3.4185,0,60,3.5701,0.0010,0,60,10.0425,0.0022,0,60,-0.4914,0.0119,0,60,-0.5282,0.0561,0,60,-43.5126,3.2901,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13661 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 08:06:24,530,14,1.9772e-07,3.730525E-10,CF,28.870,3.249e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0640e-08,1.0592e-07,8.1827e-08,8.2547e-08,8.2483e-08,8.2264e-08,0.96,2021/05/18 08:05:39,0.27,5131,8448,3.2488e-02,46.013,20,8,20,20,0.000,-3.2735e-13,-1.5038e-13,-1.6604e-13,-8.1098e-14,5.2106e-14,8.3399e-12,22.00,22.00,72.39,-1.95e02,-1.64e02,72.39,0.00,72.39,72.39,2021/05/18 07:08:36,2021/05/18 07:48:01,78,5.19136e-08,0.000,0,63,5.16520e-08,1.68860e-09,0,60,1.20310e-02,1.28461e-07,0,60,4.2549e-03,5.1932e-08,0,60,4.9685e-05,2.1270e-09,0,60,4.7412e-06,4.1875e-10,0,60,5.6730e-08,4.3991e-10,0,60,1.1973e-02,1.2386e-07,0,63,4.2061e-03,4.8354e-08,0,63,4.8913e-05,2.0546e-09,0,63,4.6351e-06,4.0764e-10,0,63,5.7867e-08,4.1767e-10,0,63,4.8760,0.0008,0,60,11.6042,0.0015,0,60,15.7775,0.0123,0,60,22.8872,0.0547,0,60,-19.0707,4.7007,0,60,1.8983,0.0008,0,60,5.6374,0.0015,0,60,-0.7128,0.0119,0,60,-0.4455,0.0536,0,60,-46.0300,4.5716,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13662 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 09:28:55,498,15,9.2615e-09,1.859746E-11,CF,0.336,3.249e-02,0,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.9887e-08,1.0584e-07,8.8881e-09,6.3875e-08,6.3823e-08,6.3694e-08,0.96,2021/05/18 09:27:57,-77.59,8398,8448,3.2488e-02,46.009,20,8,20,20,0.000,-3.2681e-13,-1.5062e-13,-1.6577e-13,-8.6743e-14,4.0931e-14,7.4887e-12,24.00,28.00,72.39,-1.95e02,-1.60e02,72.39,0.00,72.39,72.39,2021/05/18 08:30:42,2021/05/18 09:09:34,77,2.21854e-08,0.000,0,63,5.49035e-09,1.90155e-10,0,60,1.18792e-02,1.71862e-07,0,60,4.1792e-03,1.2429e-07,0,60,4.8416e-05,9.8968e-09,0,60,4.7347e-06,9.7962e-09,0,60,3.3410e-07,2.8033e-08,0,60,1.1968e-02,1.7420e-07,0,63,4.2040e-03,1.0489e-07,0,63,4.8967e-05,3.2361e-09,0,63,4.6822e-06,3.0348e-09,0,63,1.3490e-07,7.5444e-09,0,63,-7.4632,0.0026,0,60,-5.8990,0.0061,0,60,-11.2447,0.1403,0,60,11.1865,1.4406,0,60,1247.7629,76.3378,0,60,-10.6277,0.0027,0,60,-11.7542,0.0061,0,60,2.2371,0.1442,0,60,23.2234,1.4641,0,60,1292.2992,77.8632,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13663 30-RJS-5166.25A.txt,30-RJS-5166.25A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 10:49:19,536,16,7.5602e-08,1.410487E-10,CF,11.719,3.249e-02,0,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9494e-08,1.0547e-07,7.2547e-08,7.3151e-08,7.3062e-08,7.3130e-08,0.96,2021/05/18 10:48:33,-0.09,5468,8447,3.2488e-02,46.009,20,8,20,20,0.000,-3.2384e-13,-1.4924e-13,-1.6427e-13,-8.4050e-14,4.6152e-14,7.6738e-12,31.00,31.00,72.39,-1.95e02,-1.61e02,72.39,0.00,72.39,72.39,2021/05/18 09:52:17,2021/05/18 10:31:57,79,3.65480e-08,0.000,0,63,3.50391e-08,1.83076e-09,0,60,1.20420e-02,1.86123e-07,0,60,4.2734e-03,8.8996e-08,0,60,4.9984e-05,1.6796e-09,0,60,4.7843e-06,9.8154e-10,0,60,4.1143e-08,2.9047e-09,0,60,1.1971e-02,1.6688e-07,0,63,4.2053e-03,6.5234e-08,0,63,4.8920e-05,1.7309e-09,0,63,4.6346e-06,8.4337e-10,0,63,4.2908e-08,2.5609e-09,0,63,5.9408,0.0016,0,60,16.1945,0.0055,0,60,21.7335,0.0210,0,60,32.3055,0.0756,0,60,-85.0298,71.6525,0,60,2.8735,0.0016,0,60,10.2032,0.0055,0,60,-0.4136,0.0163,0,60,-0.3349,0.0710,0,60,-119.0666,68.9937,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13664 30-RJS-5166.25B.txt,30-RJS-5166.25B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 12:11:56,544,17,1.9329e-07,3.553098E-10,CF,28.107,3.249e-02,1,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8884e-08,1.0536e-07,7.9897e-08,8.0320e-08,8.0278e-08,8.0027e-08,0.96,2021/05/18 12:11:10,0.31,5064,8446,3.2488e-02,46.011,20,8,20,20,0.000,-3.2435e-13,-1.4955e-13,-1.6464e-13,-8.1207e-14,5.1409e-14,8.1056e-12,22.00,22.00,72.39,-1.95e02,-1.71e02,72.39,0.00,72.39,72.39,2021/05/18 11:14:41,2021/05/18 11:52:29,75,5.09006e-08,0.000,0,63,5.05577e-08,1.63711e-09,0,60,1.20385e-02,1.10120e-07,0,60,4.2735e-03,4.2889e-08,0,60,4.9957e-05,2.7172e-09,0,60,4.7966e-06,1.0112e-09,0,60,7.5629e-08,1.3321e-09,0,60,1.1973e-02,4.3046e-07,0,63,4.2061e-03,1.1838e-07,0,63,4.8928e-05,4.0657e-09,0,63,4.6495e-06,1.1201e-09,0,63,7.6270e-08,1.3997e-09,0,63,5.4881,0.0248,0,60,16.0353,0.0186,0,60,21.0142,0.0536,0,60,31.6323,0.1173,0,60,-5.7419,3.4268,0,60,2.3971,0.0258,0,60,10.0458,0.0185,0,60,-0.4997,0.0156,0,60,-0.6738,0.0816,0,60,-41.9636,3.3123,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13665 30-RJS-5166.25C.txt,30-RJS-5166.25C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 13:32:15,448,18,6.1708e-08,1.377412E-10,CF,9.003,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8118e-08,1.0611e-07,5.9221e-08,5.9835e-08,5.9768e-08,5.9947e-08,0.96,2021/05/18 13:31:30,-0.30,6131,8446,3.2488e-02,46.011,20,8,20,20,0.000,-3.2226e-13,-1.4876e-13,-1.6371e-13,-8.2052e-14,4.8977e-14,7.9465e-12,30.00,30.00,72.39,-1.95e02,-1.57e02,72.39,0.00,72.39,72.39,2021/05/18 12:36:03,2021/05/18 13:14:49,78,3.10718e-08,0.000,0,63,2.97138e-08,1.48013e-09,0,60,1.20353e-02,2.11139e-07,0,60,4.2725e-03,1.1355e-07,0,60,4.9988e-05,2.3721e-09,0,60,4.8089e-06,1.3285e-09,0,60,7.9317e-08,1.5981e-09,0,60,1.1970e-02,1.8362e-07,0,63,4.2052e-03,8.5939e-08,0,63,4.8958e-05,2.6404e-09,0,63,4.6598e-06,1.2302e-09,0,63,7.8525e-08,1.5343e-09,0,63,5.4225,0.0021,0,60,16.0111,0.0060,0,60,21.0493,0.0166,0,60,31.9540,0.1013,0,60,10.7774,6.5385,0,60,2.3281,0.0020,0,60,10.0218,0.0059,0,60,-0.3747,0.0130,0,60,-0.3144,0.0990,0,60,-25.9345,6.3030,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13666 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 14:55:33,479,19,4.5600e-09,9.519855E-12,CF,0.336,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.7565e-08,1.0568e-07,4.3775e-09,8.0320e-08,8.0278e-08,8.0027e-08,0.96,2021/05/18 14:54:35,-88.22,8397,8448,3.2488e-02,46.011,20,8,20,20,0.000,-3.2257e-13,-1.4884e-13,-1.6370e-13,-8.6884e-14,3.8445e-14,7.0927e-12,23.00,28.00,72.39,-1.95e02,-1.72e02,72.39,0.00,72.39,72.39,2021/05/18 13:57:27,2021/05/18 14:35:24,76,2.09860e-08,0.000,0,63,2.81080e-09,8.99660e-11,0,60,1.20158e-02,2.37274e-07,0,60,4.2504e-03,1.6695e-07,0,60,5.0713e-05,1.2680e-07,0,60,5.6576e-06,1.1546e-07,0,60,2.2429e-06,2.7698e-07,0,60,1.1968e-02,1.9148e-07,0,63,4.2040e-03,1.0747e-07,0,63,4.9088e-05,1.8802e-08,0,63,4.7799e-06,1.7607e-08,0,63,3.8070e-07,4.1167e-08,0,63,3.9837,0.0043,0,60,11.0429,0.0141,0,60,33.0685,2.1774,0,60,179.4957,19.2950,0,60,3910.1952,204.3765,0,60,0.9680,0.0042,0,60,5.0808,0.0140,0,60,17.7859,2.1607,0,60,153.8971,18.9048,0,60,3785.3022,199.2661,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13667 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 16:17:57,554,20,2.2788e-07,4.11328E-10,CF,32.196,3.177e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7174e-08,1.0600e-07,9.3557e-08,9.3276e-08,9.3199e-08,9.2926e-08,0.96,2021/05/18 16:17:12,0.29,4437,8448,3.1766e-02,46.013,20,8,20,20,0.000,-3.0228e-13,-1.4003e-13,-1.5394e-13,-7.1531e-14,6.2352e-14,8.0574e-12,22.00,23.00,72.44,-1.95e02,-1.65e02,72.44,0.00,72.44,72.44,2021/05/18 15:18:53,2021/05/18 15:58:58,81,5.75702e-08,0.000,0,63,5.71641e-08,1.94039e-09,0,60,1.18855e-02,2.01091e-07,0,60,4.1832e-03,9.3203e-08,0,60,4.8349e-05,6.9545e-09,0,60,4.6544e-06,5.6145e-09,0,60,1.8750e-07,1.1809e-08,0,60,1.1971e-02,2.0244e-07,0,63,4.2052e-03,9.5535e-08,0,63,4.8980e-05,6.7005e-09,0,63,4.7028e-06,5.4180e-09,0,63,1.8898e-07,1.1435e-08,0,63,-7.1629,0.0009,0,60,-5.2190,0.0016,0,60,-12.8922,0.0098,0,60,-10.2868,0.0611,0,60,-12.0229,1.9368,0,60,-10.3318,0.0009,0,60,-11.0780,0.0016,0,60,-0.4178,0.0094,0,60,0.1251,0.0606,0,60,5.8587,1.9699,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13668 30-RJS-5166.25D.txt,30-RJS-5166.25D,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 17:47:10,452,21,1.2685e-07,2.806324E-10,CF,19.531,3.323e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2544e-08,1.0548e-07,5.3599e-08,5.3799e-08,5.3765e-08,5.3619e-08,0.96,2021/05/18 17:46:24,0.27,7110,8448,3.3227e-02,46.009,20,8,20,20,0.000,-2.8640e-13,-1.3257e-13,-1.4567e-13,-6.6049e-14,6.6304e-14,7.7391e-12,20.00,20.00,72.44,-1.95e02,2.56e01,72.44,0.00,72.44,72.44,2021/05/18 16:41:36,2021/05/18 17:21:07,79,3.58369e-08,0.000,0,63,3.55298e-08,1.02787e-09,0,60,1.20404e-02,1.33520e-07,0,60,4.2745e-03,5.8592e-08,0,60,5.0067e-05,5.2167e-09,0,60,4.8438e-06,4.1060e-09,0,60,1.6122e-07,8.2559e-09,0,60,1.1968e-02,1.2215e-07,0,63,4.2041e-03,4.7268e-08,0,63,4.8975e-05,5.4378e-09,0,63,4.6880e-06,4.0329e-09,0,63,1.6094e-07,8.0053e-09,0,63,6.0072,0.0011,0,60,16.7563,0.0027,0,60,22.3065,0.0154,0,60,33.2252,0.0748,0,60,0.9289,2.0152,0,60,2.9247,0.0012,0,60,10.7621,0.0027,0,60,-0.4647,0.0137,0,60,-0.5495,0.0714,0,60,-37.4109,1.9388,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13669 30-RJS-5166.25E.txt,30-RJS-5166.25E,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 19:49:39,483,22,9.2606e-08,1.917318E-10,CF,14.160,3.177e-02,0,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1967e-08,1.0550e-07,8.8844e-08,8.9604e-08,8.9513e-08,8.9603e-08,0.96,2021/05/18 19:48:53,-0.10,4983,8448,3.1766e-02,46.011,20,8,20,20,0.000,-2.7636e-13,-1.2813e-13,-1.4053e-13,-6.1308e-14,7.3010e-14,7.7900e-12,32.00,32.00,72.44,-1.95e02,-1.62e02,72.44,0.00,72.44,72.44,2021/05/18 18:53:35,2021/05/18 19:49:19,111,4.30232e-08,0.000,0,63,4.11817e-08,2.26310e-09,0,60,1.20340e-02,2.32616e-07,0,60,4.2725e-03,1.0415e-07,0,60,4.9999e-05,4.7495e-09,0,60,4.8217e-06,3.3907e-09,0,60,1.2185e-07,6.4182e-09,0,60,1.1968e-02,2.1695e-07,0,63,4.2038e-03,8.6048e-08,0,63,4.8949e-05,4.5111e-09,0,63,4.6678e-06,3.0173e-09,0,63,1.1891e-07,5.8560e-09,0,63,5.4880,0.0016,0,60,16.3394,0.0046,0,60,21.4548,0.0142,0,60,33.0067,0.0837,0,60,18.3200,3.7420,0,60,2.3865,0.0016,0,60,10.3483,0.0046,0,60,-0.3627,0.0140,0,60,0.0591,0.0858,0,60,-19.3564,3.6098,0,60,
